-2.000000000E-09 -5.229208416E-06  0.000000000E+00 -7.490982223E-07  0.000000000E+00 -5.995732614E-01  4.999990000E+02
 0.000000000E+00 -5.229208416E-06  0.000000000E+00 -7.490982223E-07  0.000000000E+00  1.045538289E-05  4.999990000E+02
 2.095849183E-11 -2.496835170E-05 -3.141565654E+00 -7.490982223E-07  0.000000000E+00  6.293599257E-03  4.999891304E+02
 4.191698366E-11 -8.418500230E-05 -6.283007284E+00 -7.490982223E-07  0.000000000E+00  1.257649508E-02  4.999595222E+02
 6.287547549E-11 -1.828768224E-04 -9.424200872E+00 -7.490982223E-07  0.000000000E+00  1.885889482E-02  4.999101764E+02
 8.383396732E-11 -3.210399159E-04 -1.256502241E+01 -7.490982223E-07  0.000000000E+00  2.514055046E-02  4.998410950E+02
 1.047924592E-10 -4.986688283E-04 -1.570534790E+01 -7.490982223E-07  0.000000000E+00  3.142121400E-02  4.997522807E+02
 1.257509510E-10 -7.157565471E-04 -1.884505337E+01 -7.490982223E-07  0.000000000E+00  3.770063750E-02  4.996437370E+02
 1.467094428E-10 -9.722945021E-04 -2.198401487E+01 -7.490982223E-07  0.000000000E+00  4.397857306E-02  4.995154683E+02
 1.676679346E-10 -1.268272566E-03 -2.512210848E+01 -7.490982223E-07  0.000000000E+00  5.025477283E-02  4.993674796E+02
 1.886264265E-10 -1.603679053E-03 -2.825921031E+01 -7.490982223E-07  0.000000000E+00  5.652898904E-02  4.991997767E+02
 2.095849183E-10 -1.978500723E-03 -3.139519652E+01 -7.490982223E-07  0.000000000E+00  6.280097400E-02  4.990123662E+02
 2.305434101E-10 -2.392722778E-03 -3.452994329E+01 -7.490982223E-07  0.000000000E+00  6.907048009E-02  4.988052556E+02
 2.515019020E-10 -2.846328865E-03 -3.766332689E+01 -7.490982223E-07  0.000000000E+00  7.533725981E-02  4.985784530E+02
 2.724603938E-10 -3.339301077E-03 -4.079522360E+01 -7.490982223E-07  0.000000000E+00  8.160106576E-02  4.983319674E+02
 2.934188856E-10 -3.871619953E-03 -4.392550979E+01 -7.490982223E-07  0.000000000E+00  8.786165066E-02  4.980658085E+02
 3.143773775E-10 -4.443264476E-03 -4.705406187E+01 -7.490982223E-07  0.000000000E+00  9.411876733E-02  4.977799868E+02
 3.353358693E-10 -5.054212080E-03 -5.018075633E+01 -7.490982223E-07  0.000000000E+00  1.003721688E-01  4.974745136E+02
 3.562943611E-10 -5.704438645E-03 -5.330546975E+01 -7.490982223E-07  0.000000000E+00  1.066216081E-01  4.971494010E+02
 3.772528530E-10 -6.393918502E-03 -5.642807876E+01 -7.490982223E-07  0.000000000E+00  1.128668386E-01  4.968046617E+02
 3.982113448E-10 -7.122624431E-03 -5.954846009E+01 -7.490982223E-07  0.000000000E+00  1.191076137E-01  4.964403095E+02
 4.191698366E-10 -7.890527664E-03 -6.266649054E+01 -7.490982223E-07  0.000000000E+00  1.253436871E-01  4.960563587E+02
 4.401283284E-10 -8.697597886E-03 -6.578204703E+01 -7.490982223E-07  0.000000000E+00  1.315748126E-01  4.956528244E+02
 4.610868203E-10 -9.543803234E-03 -6.889500655E+01 -7.490982223E-07  0.000000000E+00  1.378007441E-01  4.952297225E+02
 4.820453121E-10 -1.042911030E-02 -7.200524622E+01 -7.490982223E-07  0.000000000E+00  1.440212358E-01  4.947870699E+02
 5.030038039E-10 -1.135348414E-02 -7.511264325E+01 -7.490982223E-07  0.000000000E+00  1.502360423E-01  4.943248839E+02
 5.239622958E-10 -1.231688825E-02 -7.821707495E+01 -7.490982223E-07  0.000000000E+00  1.564449182E-01  4.938431828E+02
 5.449207876E-10 -1.331928461E-02 -8.131841878E+01 -7.490982223E-07  0.000000000E+00  1.626476182E-01  4.933419856E+02
 5.658792794E-10 -1.436063364E-02 -8.441655230E+01 -7.490982223E-07  0.000000000E+00  1.688438977E-01  4.928213121E+02
 5.868377713E-10 -1.544089423E-02 -8.751135320E+01 -7.490982223E-07  0.000000000E+00  1.750335118E-01  4.922811829E+02
 6.077962631E-10 -1.656002373E-02 -9.060269930E+01 -7.490982223E-07  0.000000000E+00  1.812162164E-01  4.917216193E+02
 6.287547549E-10 -1.771797796E-02 -9.369046856E+01 -7.490982223E-07  0.000000000E+00  1.873917673E-01  4.911426433E+02
 6.497132468E-10 -1.891471122E-02 -9.677453908E+01 -7.490982223E-07  0.000000000E+00  1.935599206E-01  4.905442779E+02
 6.706717386E-10 -2.015017624E-02 -9.985478911E+01 -7.490982223E-07  0.000000000E+00  1.997204330E-01  4.899265466E+02
 6.916302304E-10 -2.142432426E-02 -1.029310970E+02 -7.490982223E-07  0.000000000E+00  2.058730612E-01  4.892894739E+02
 7.125887223E-10 -2.273710498E-02 -1.060033414E+02 -7.490982223E-07  0.000000000E+00  2.120175623E-01  4.886330848E+02
 7.335472141E-10 -2.408846657E-02 -1.090714010E+02 -7.490982223E-07  0.000000000E+00  2.181536936E-01  4.879574054E+02
 7.545057059E-10 -2.547835568E-02 -1.121351546E+02 -7.490982223E-07  0.000000000E+00  2.242812131E-01  4.872624622E+02
 7.754641977E-10 -2.690671745E-02 -1.151944813E+02 -7.490982223E-07  0.000000000E+00  2.303998788E-01  4.865482828E+02
 7.964226896E-10 -2.837349547E-02 -1.182492603E+02 -7.490982223E-07  0.000000000E+00  2.365094490E-01  4.858148952E+02
 8.173811814E-10 -2.987863185E-02 -1.212993711E+02 -7.490982223E-07  0.000000000E+00  2.426096827E-01  4.850623286E+02
 8.383396732E-10 -3.142206717E-02 -1.243446931E+02 -7.490982223E-07  0.000000000E+00  2.487003390E-01  4.842906124E+02
 8.592981651E-10 -3.300374049E-02 -1.273851063E+02 -7.490982223E-07  0.000000000E+00  2.547811774E-01  4.834997774E+02
 8.802566569E-10 -3.462358937E-02 -1.304204904E+02 -7.490982223E-07  0.000000000E+00  2.608519580E-01  4.826898545E+02
 9.012151487E-10 -3.628154987E-02 -1.334507259E+02 -7.490982223E-07  0.000000000E+00  2.669124409E-01  4.818608759E+02
 9.221736406E-10 -3.797755652E-02 -1.364756929E+02 -7.490982223E-07  0.000000000E+00  2.729623870E-01  4.810128743E+02
 9.431321324E-10 -3.971154238E-02 -1.394952720E+02 -7.490982223E-07  0.000000000E+00  2.790015575E-01  4.801458831E+02
 9.640906242E-10 -4.148343899E-02 -1.425093442E+02 -7.490982223E-07  0.000000000E+00  2.850297138E-01  4.792599366E+02
 9.850491161E-10 -4.329317640E-02 -1.455177903E+02 -7.490982223E-07  0.000000000E+00  2.910466181E-01  4.783550697E+02
 1.006007608E-09 -4.514068316E-02 -1.485204916E+02 -7.490982223E-07  0.000000000E+00  2.970520328E-01  4.774313182E+02
 1.026966100E-09 -4.702588633E-02 -1.515173296E+02 -7.490982223E-07  0.000000000E+00  3.030457207E-01  4.764887185E+02
 1.047924592E-09 -4.894871150E-02 -1.545081860E+02 -7.490982223E-07  0.000000000E+00  3.090274454E-01  4.755273078E+02
 1.068883083E-09 -5.090908275E-02 -1.574929426E+02 -7.490982223E-07  0.000000000E+00  3.149969706E-01  4.745471241E+02
 1.089841575E-09 -5.290692268E-02 -1.604714817E+02 -7.490982223E-07  0.000000000E+00  3.209540607E-01  4.735482062E+02
 1.110800067E-09 -5.494215244E-02 -1.634436856E+02 -7.490982223E-07  0.000000000E+00  3.268984804E-01  4.725305933E+02
 1.131758559E-09 -5.701469167E-02 -1.664094371E+02 -7.490982223E-07  0.000000000E+00  3.328299952E-01  4.714943258E+02
 1.152717051E-09 -5.912445855E-02 -1.693686190E+02 -7.490982223E-07  0.000000000E+00  3.387483709E-01  4.704394444E+02
 1.173675543E-09 -6.127136979E-02 -1.723211145E+02 -7.490982223E-07  0.000000000E+00  3.446533737E-01  4.693659910E+02
 1.194634034E-09 -6.345534063E-02 -1.752668071E+02 -7.490982223E-07  0.000000000E+00  3.505447707E-01  4.682740077E+02
 1.215592526E-09 -6.567628486E-02 -1.782055805E+02 -7.490982223E-07  0.000000000E+00  3.564223291E-01  4.671635378E+02
 1.236551018E-09 -6.793411479E-02 -1.811373186E+02 -7.490982223E-07  0.000000000E+00  3.622858170E-01  4.660346251E+02
 1.257509510E-09 -7.022874130E-02 -1.840619057E+02 -7.490982223E-07  0.000000000E+00  3.681350030E-01  4.648873142E+02
 1.278468002E-09 -7.256007378E-02 -1.869792263E+02 -7.490982223E-07  0.000000000E+00  3.739696559E-01  4.637216503E+02
 1.299426494E-09 -7.492802022E-02 -1.898891654E+02 -7.490982223E-07  0.000000000E+00  3.797895456E-01  4.625376794E+02
 1.320384985E-09 -7.733248711E-02 -1.927916079E+02 -7.490982223E-07  0.000000000E+00  3.855944423E-01  4.613354484E+02
 1.341343477E-09 -7.977337955E-02 -1.956864393E+02 -7.490982223E-07  0.000000000E+00  3.913841168E-01  4.601150046E+02
 1.362301969E-09 -8.225060116E-02 -1.985735454E+02 -7.490982223E-07  0.000000000E+00  3.971583406E-01  4.588763963E+02
 1.383260461E-09 -8.476405415E-02 -2.014528122E+02 -7.490982223E-07  0.000000000E+00  4.029168856E-01  4.576196723E+02
 1.404218953E-09 -8.731363930E-02 -2.043241259E+02 -7.490982223E-07  0.000000000E+00  4.086595245E-01  4.563448823E+02
 1.425177445E-09 -8.989925594E-02 -2.071873733E+02 -7.490982223E-07  0.000000000E+00  4.143860307E-01  4.550520765E+02
 1.446135936E-09 -9.252080201E-02 -2.100424413E+02 -7.490982223E-07  0.000000000E+00  4.200961781E-01  4.537413061E+02
 1.467094428E-09 -9.517817401E-02 -2.128892171E+02 -7.490982223E-07  0.000000000E+00  4.257897411E-01  4.524126228E+02
 1.488052920E-09 -9.787126703E-02 -2.157275884E+02 -7.490982223E-07  0.000000000E+00  4.314664952E-01  4.510660790E+02
 1.509011412E-09 -1.005999748E-01 -2.185574432E+02 -7.490982223E-07  0.000000000E+00  4.371262161E-01  4.497017278E+02
 1.529969904E-09 -1.033641895E-01 -2.213786698E+02 -7.490982223E-07  0.000000000E+00  4.427686804E-01  4.483196232E+02
 1.550928395E-09 -1.061638020E-01 -2.241911566E+02 -7.490982223E-07  0.000000000E+00  4.483936654E-01  4.469198198E+02
 1.571886887E-09 -1.089987019E-01 -2.269947928E+02 -7.490982223E-07  0.000000000E+00  4.540009490E-01  4.455023726E+02
 1.592845379E-09 -1.118687772E-01 -2.297894676E+02 -7.490982223E-07  0.000000000E+00  4.595903098E-01  4.440673379E+02
 1.613803871E-09 -1.147739146E-01 -2.325750708E+02 -7.490982223E-07  0.000000000E+00  4.651615272E-01  4.426147721E+02
 1.634762363E-09 -1.177139994E-01 -2.353514922E+02 -7.490982223E-07  0.000000000E+00  4.707143812E-01  4.411447326E+02
 1.655720855E-09 -1.206889156E-01 -2.381186224E+02 -7.490982223E-07  0.000000000E+00  4.762486527E-01  4.396572775E+02
 1.676679346E-09 -1.236985456E-01 -2.408763521E+02 -7.490982223E-07  0.000000000E+00  4.817641231E-01  4.381524655E+02
 1.697637838E-09 -1.267427708E-01 -2.436245724E+02 -7.490982223E-07  0.000000000E+00  4.872605746E-01  4.366303559E+02
 1.718596330E-09 -1.298214708E-01 -2.463631748E+02 -7.490982223E-07  0.000000000E+00  4.927377904E-01  4.350910090E+02
 1.739554822E-09 -1.329345243E-01 -2.490920512E+02 -7.490982223E-07  0.000000000E+00  4.981955541E-01  4.335344854E+02
 1.760513314E-09 -1.360818081E-01 -2.518110939E+02 -7.490982223E-07  0.000000000E+00  5.036336504E-01  4.319608466E+02
 1.781471806E-09 -1.392631982E-01 -2.545201955E+02 -7.490982223E-07  0.000000000E+00  5.090518644E-01  4.303701547E+02
 1.802430297E-09 -1.424785690E-01 -2.572192491E+02 -7.490982223E-07  0.000000000E+00  5.144499824E-01  4.287624726E+02
 1.823388789E-09 -1.457277934E-01 -2.599081481E+02 -7.490982223E-07  0.000000000E+00  5.198277912E-01  4.271378636E+02
 1.844347281E-09 -1.490107432E-01 -2.625867864E+02 -7.490982223E-07  0.000000000E+00  5.251850785E-01  4.254963920E+02
 1.865305773E-09 -1.523272888E-01 -2.652550582E+02 -7.490982223E-07  0.000000000E+00  5.305216328E-01  4.238381225E+02
 1.886264265E-09 -1.556772993E-01 -2.679128582E+02 -7.490982223E-07  0.000000000E+00  5.358372434E-01  4.221631206E+02
 1.907222757E-09 -1.590606424E-01 -2.705600814E+02 -7.490982223E-07  0.000000000E+00  5.411317005E-01  4.204714525E+02
 1.928181248E-09 -1.624771846E-01 -2.731966234E+02 -7.490982223E-07  0.000000000E+00  5.464047951E-01  4.187631848E+02
 1.949139740E-09 -1.659267909E-01 -2.758223801E+02 -7.490982223E-07  0.000000000E+00  5.516563189E-01  4.170383851E+02
 1.970098232E-09 -1.694093252E-01 -2.784372478E+02 -7.490982223E-07  0.000000000E+00  5.568860647E-01  4.152971214E+02
 1.991056724E-09 -1.729246500E-01 -2.810411232E+02 -7.490982223E-07  0.000000000E+00  5.620938260E-01  4.135394625E+02
 2.012015216E-09 -1.764726266E-01 -2.836339037E+02 -7.490982223E-07  0.000000000E+00  5.672793973E-01  4.117654778E+02
 2.032973708E-09 -1.800531148E-01 -2.862154867E+02 -7.490982223E-07  0.000000000E+00  5.724425737E-01  4.099752373E+02
 2.053932199E-09 -1.836659733E-01 -2.887857705E+02 -7.490982223E-07  0.000000000E+00  5.775831515E-01  4.081688116E+02
